x	ch1x	ch3x	ch5y	ch7y
+2.7700000e+1	+1.5986176e+1	+2.3568121e+1	-3.0209385e+1	-3.3415093e+0
+2.7800000e+1	+1.5986176e+1	+2.7304871e+1	-3.0012737e+1	-3.1448505e+0
+2.7900000e+1	+1.8542854e+1	+2.4748144e+1	-3.3552383e+1	-3.7348270e+0
+2.8000000e+1	+1.3232844e+1	+2.2978111e+1	-3.2175858e+1	-6.0947266e+0
+2.8100000e+1	+1.7559515e+1	+2.1404753e+1	-3.2372505e+1	-4.7181201e+0
+2.8200000e+1	+1.8936190e+1	+2.7108198e+1	-3.1782564e+1	-6.0947266e+0
+2.8300000e+1	+1.4806174e+1	+2.3961462e+1	-3.1389271e+1	-0.5882762e+0
+2.8400000e+1	+1.8346186e+1	+2.7108198e+1	-3.3159092e+1	-0.9815962e+0
+2.8500000e+1	+1.4019509e+1	+2.5731499e+1	-3.2372505e+1	-7.6679859e+0
+2.8600000e+1	+1.6379509e+1	+2.5534828e+1	-3.2765797e+1	-7.0780144e+0
+2.8700000e+1	+1.5199508e+1	+2.6518185e+1	-3.1782564e+1	-3.7348270e+0
+2.8800000e+1	+1.7362846e+1	+2.7501543e+1	-3.0012737e+1	-0.8257957e+1
+2.8900000e+1	+1.6182842e+1	+2.4944815e+1	-3.2175858e+1	-1.0224522e+1
+2.9000000e+1	+1.5789508e+1	+2.4158133e+1	-3.3749031e+1	-6.0947266e+0
+2.9100000e+1	+1.8739523e+1	+2.3764791e+1	-3.4338970e+1	-5.7014108e+0
+2.9200000e+1	+1.7756182e+1	+2.4944815e+1	-3.1389271e+1	-3.1448505e+0
+2.9300000e+1	+1.5396174e+1	+2.3174780e+1	-3.1192623e+1	-6.2913842e+0
+2.9400000e+1	+1.7362846e+1	+2.3568121e+1	-3.1979212e+1	-6.0947266e+0
+2.9500000e+1	+1.5592841e+1	+2.4551474e+1	-3.0209385e+1	-2.5548730e+0
+2.9600000e+1	+1.9329527e+1	+2.1798092e+1	-3.0012737e+1	-7.2746716e+0
+2.9700000e+1	+1.7166180e+1	+1.7471384e+1	-3.1192623e+1	-1.0814489e+1
+2.9800000e+1	+1.5986176e+1	+2.4158133e+1	-2.9029499e+1	-4.9147782e+0
+2.9900000e+1	+1.9329527e+1	+2.4944815e+1	-3.2765797e+1	-5.5047526e+0
+3.0000000e+1	+1.5396174e+1	+2.4354803e+1	-3.3159092e+1	-3.9314859e+0
+3.0100000e+1	+1.6772844e+1	+2.3371450e+1	-3.3355740e+1	-3.3415093e+0
+3.0200000e+1	+1.6576178e+1	+2.7501543e+1	-3.4535614e+1	-2.5548730e+0
+3.0300000e+1	+1.5986176e+1	+2.4944815e+1	-3.0012737e+1	-0.8061300e+1
+3.0400000e+1	+1.4609508e+1	+2.5338156e+1	-3.0406033e+1	-6.2913842e+0
+3.0500000e+1	+1.6576178e+1	+2.7108198e+1	-2.9422794e+1	-7.0780144e+0
+3.0600000e+1	+1.7952850e+1	+2.7304871e+1	-3.2372505e+1	-1.1994423e+1
+3.0700000e+1	+1.6576178e+1	+2.4944815e+1	-3.2765797e+1	-0.9044583e+1
+3.0800000e+1	+1.9919533e+1	+2.4158133e+1	-3.1192623e+1	-7.8646431e+0
+3.0900000e+1	+1.9919533e+1	+2.4158133e+1	-3.3749031e+1	-0.8454614e+1
+3.1000000e+1	+1.6379509e+1	+2.7304871e+1	-2.9619442e+1	-6.0947266e+0
+3.1100000e+1	+1.9329527e+1	+2.4748144e+1	-3.2372505e+1	-6.8813567e+0
+3.1200000e+1	+1.4806174e+1	+2.5731499e+1	-3.0012737e+1	-1.5715756e+0
+3.1300000e+1	+1.5199508e+1	+2.6321512e+1	-3.2372505e+1	-5.8980684e+0
+3.1400000e+1	+1.5592841e+1	+2.4158133e+1	-3.1389271e+1	-3.9314859e+0
+3.1500000e+1	+1.7166180e+1	+2.1404753e+1	-3.2372505e+1	-3.7348270e+0
+3.1600000e+1	+1.6969511e+1	+2.2191431e+1	-3.5125553e+1	-4.5214615e+0
+3.1700000e+1	+1.6379509e+1	+2.6714855e+1	-3.3749031e+1	-0.8454614e+1
+3.1800000e+1	+1.9329527e+1	+2.5731499e+1	-3.4732262e+1	-3.9314859e+0
+3.1900000e+1	+2.0116201e+1	+2.3174780e+1	-3.2569153e+1	-6.0947266e+0
+3.2000000e+1	+1.7166180e+1	+2.1011415e+1	-3.0995975e+1	-4.9147782e+0
+3.2100000e+1	+1.6576178e+1	+2.4944815e+1	-3.2372505e+1	-4.7181201e+0
+3.2200000e+1	+1.6576178e+1	+2.6124842e+1	-3.1192623e+1	-5.5047526e+0
+3.2300000e+1	+1.4609508e+1	+2.3961462e+1	-3.2569153e+1	-6.8813567e+0
+3.2400000e+1	+1.7362846e+1	+2.4354803e+1	-3.2765797e+1	-2.9481914e+0
+3.2500000e+1	+1.4806174e+1	+2.5928169e+1	-3.1585917e+1	-2.5548730e+0
+3.2600000e+1	+1.5396174e+1	+2.7894886e+1	-3.2175858e+1	-6.0947266e+0
+3.2700000e+1	+1.7952850e+1	+2.2584770e+1	-3.3945675e+1	-7.4713287e+0
+3.2800000e+1	+1.8936190e+1	+2.5141485e+1	-3.4928905e+1	-3.3415093e+0
+3.2900000e+1	+1.5986176e+1	+2.5338156e+1	-3.4732262e+1	-5.5047526e+0
+3.3000000e+1	+1.7362846e+1	+2.5338156e+1	-3.5125553e+1	-4.5214615e+0
+3.3100000e+1	+1.8936190e+1	+2.4944815e+1	-3.3552383e+1	-7.4713287e+0
+3.3200000e+1	+1.6182842e+1	+2.3371450e+1	-3.3355740e+1	-5.8980684e+0
+3.3300000e+1	+1.5199508e+1	+2.3174780e+1	-3.1192623e+1	-4.5214615e+0
+3.3400000e+1	+1.7559515e+1	+2.5928169e+1	-3.2175858e+1	-5.8980684e+0
+3.3500000e+1	+1.6772844e+1	+2.3764791e+1	-3.2569153e+1	-5.8980684e+0
+3.3600000e+1	+1.4806174e+1	+2.4158133e+1	-3.3945675e+1	-0.8454614e+1
+3.3700000e+1	+1.3626177e+1	+2.3961462e+1	-3.5125553e+1	-7.6679859e+0
+3.3800000e+1	+1.7166180e+1	+2.5928169e+1	-3.2765797e+1	-0.5882762e+0
+3.3900000e+1	+1.7952850e+1	+2.7108198e+1	-3.2765797e+1	-4.5214615e+0
+3.4000000e+1	+1.5592841e+1	+2.6321512e+1	-3.2765797e+1	-6.2913842e+0
+3.4100000e+1	+1.7952850e+1	+2.5141485e+1	-3.2372505e+1	-3.5381682e+0
+3.4200000e+1	+1.6772844e+1	+2.2388102e+1	-3.1389271e+1	-7.8646431e+0
+3.4300000e+1	+1.4806174e+1	+2.7894886e+1	-3.1979212e+1	-3.5381682e+0
+3.4400000e+1	+1.6969511e+1	+2.5141485e+1	-2.9226147e+1	-4.5214615e+0
+3.4500000e+1	+1.8542854e+1	+2.5534828e+1	-3.6305424e+1	-4.7181201e+0
+3.4600000e+1	+1.5592841e+1	+2.5534828e+1	-3.6108780e+1	-4.7181201e+0
+3.4700000e+1	+1.6576178e+1	+2.6124842e+1	-2.9816090e+1	-1.0224522e+1
+3.4800000e+1	+1.7756182e+1	+2.4748144e+1	-3.0799328e+1	-7.4713287e+0
+3.4900000e+1	+1.4412842e+1	+2.3961462e+1	-3.1389271e+1	-4.1281443e+0
+3.5000000e+1	+1.6182842e+1	+2.2388102e+1	-3.2569153e+1	-4.5214615e+0
+3.5100000e+1	+1.9722864e+1	+2.4551474e+1	-3.4338970e+1	-4.7181201e+0
+3.5200000e+1	+1.3626177e+1	+2.5141485e+1	-3.5322197e+1	-4.1281443e+0
+3.5300000e+1	+1.6576178e+1	+2.5338156e+1	-3.2372505e+1	-2.7515323e+0
+3.5400000e+1	+1.9329527e+1	+2.4944815e+1	-3.0799328e+1	-3.5381682e+0
+3.5500000e+1	+1.8346186e+1	+2.6124842e+1	-3.1585917e+1	-5.3080945e+0
+3.5600000e+1	+1.8346186e+1	+2.3174780e+1	-3.2372505e+1	-4.9147782e+0
+3.5700000e+1	+1.5789508e+1	+1.9831402e+1	-3.1389271e+1	-2.5548730e+0
+3.5800000e+1	+1.9526196e+1	+2.4551474e+1	-3.4338970e+1	-1.1782562e+0
+3.5900000e+1	+1.7362846e+1	+2.7698214e+1	-3.2372505e+1	-5.1114364e+0
+3.6000000e+1	+1.5396174e+1	+2.1994762e+1	-3.0995975e+1	-2.1615543e+0
+3.6100000e+1	+1.5592841e+1	+2.4354803e+1	-3.3159092e+1	-3.5381682e+0
+3.6200000e+1	+1.3822843e+1	+2.2978111e+1	-2.9422794e+1	+0.1983648e+0
+3.6300000e+1	+1.9132858e+1	+2.5141485e+1	-3.6895359e+1	-3.7348270e+0
+3.6400000e+1	+1.8936190e+1	+3.2221691e+1	-3.6305424e+1	-1.0027865e+1
+3.6500000e+1	+2.0312870e+1	+2.8878248e+1	-3.9451733e+1	-4.7181201e+0
+3.6600000e+1	+2.4836277e+1	+3.1434996e+1	-4.3974518e+1	-3.7348270e+0
+3.6700000e+1	+2.6016302e+1	+3.6941887e+1	-4.9873737e+1	-6.6846995e+0
+3.6800000e+1	+2.4836277e+1	+4.0088711e+1	-4.9480461e+1	-5.3080945e+0
+3.6900000e+1	+2.8769709e+1	+4.5005669e+1	-5.6166157e+1	-1.1994423e+1
+3.7000000e+1	+2.7983019e+1	+4.3432236e+1	-5.4396423e+1	-7.4713287e+0
+3.7100000e+1	+3.0146418e+1	+4.8545906e+1	-5.4986336e+1	-3.9314859e+0
+3.7200000e+1	+3.2309826e+1	+4.4808987e+1	-5.7935883e+1	-1.1404456e+1
+3.7300000e+1	+3.0736437e+1	+4.7365826e+1	-5.8722427e+1	-1.0421178e+1
+3.7400000e+1	+2.9949743e+1	+4.5595707e+1	-6.3834927e+1	-1.0617833e+1
+3.7500000e+1	+3.1129784e+1	+4.2842201e+1	-6.0688782e+1	-7.4713287e+0
+3.7600000e+1	+2.9556398e+1	+4.5399025e+1	-5.9705605e+1	-5.3080945e+0
+3.7700000e+1	+3.1129784e+1	+4.3235558e+1	-5.8919064e+1	-0.9831209e+1
+3.7800000e+1	+3.1129784e+1	+4.4612309e+1	-5.5772884e+1	-1.0421178e+1
+3.7900000e+1	+2.7393003e+1	+4.7562504e+1	-5.8132519e+1	-6.2913842e+0
+3.8000000e+1	+3.0539762e+1	+4.4415630e+1	-5.7739250e+1	-0.9831209e+1
+3.8100000e+1	+3.1523130e+1	+4.5202347e+1	-5.7149342e+1	-5.1114364e+0
+3.8200000e+1	+3.2899845e+1	+4.5989063e+1	-5.6362793e+1	-4.5214615e+0
+3.8300000e+1	+3.5063267e+1	+4.3432236e+1	-5.6559429e+1	-0.8847927e+1
+3.8400000e+1	+2.8179691e+1	+4.6382423e+1	-5.6166157e+1	-5.7014108e+0
+3.8500000e+1	+3.1523130e+1	+4.5595707e+1	-5.6166157e+1	-1.1011145e+1
+3.8600000e+1	+3.2309826e+1	+4.3628914e+1	-5.9312336e+1	-1.3764317e+1
+3.8700000e+1	+2.6802988e+1	+4.4808987e+1	-5.9902241e+1	-1.4354280e+1
+3.8800000e+1	+3.1326456e+1	+4.5989063e+1	-5.4789700e+1	-6.0947266e+0
+3.8900000e+1	+2.9556398e+1	+4.3628914e+1	-5.5379608e+1	-1.0027865e+1
+3.9000000e+1	+3.0933109e+1	+4.5989063e+1	-5.6166157e+1	-1.2584388e+1
+3.9100000e+1	+2.9163054e+1	+4.3825592e+1	-5.7149342e+1	-6.2913842e+0
+3.9200000e+1	+2.6409645e+1	+4.7169144e+1	-6.0688782e+1	-1.0814489e+1
+3.9300000e+1	+3.3686543e+1	+4.4808987e+1	-5.5969521e+1	-1.2781043e+1
+3.9400000e+1	+3.1523130e+1	+4.6972466e+1	-5.6756065e+1	-1.0027865e+1
+3.9500000e+1	+3.4079895e+1	+4.5792385e+1	-5.6362793e+1	-1.1994423e+1
+3.9600000e+1	+2.9753071e+1	+4.4612309e+1	-5.7739250e+1	-6.4880419e+0
+3.9700000e+1	+3.2309826e+1	+4.5595707e+1	-5.4593060e+1	-0.9634553e+1
+3.9800000e+1	+2.9359726e+1	+4.5989063e+1	-6.0295509e+1	-1.0617833e+1
+3.9900000e+1	+3.2309826e+1	+4.5595707e+1	-5.3413235e+1	-7.4713287e+0
+4.0000000e+1	+3.2703175e+1	+4.1072098e+1	-5.5969521e+1	-0.8061300e+1
+4.0100000e+1	+3.1719803e+1	+4.7955864e+1	-5.9115700e+1	-5.5047526e+0
+4.0200000e+1	+2.9556398e+1	+4.5595707e+1	-5.7149342e+1	-5.8980684e+0
+4.0300000e+1	+3.2899845e+1	+4.6185745e+1	-5.6166157e+1	-1.1601111e+1
+4.0400000e+1	+3.2899845e+1	+4.6382423e+1	-5.6166157e+1	-5.1114364e+0
+4.0500000e+1	+2.7196331e+1	+4.7365826e+1	-5.4396423e+1	-6.2913842e+0
+4.0600000e+1	+2.9949743e+1	+4.3038879e+1	-5.9902241e+1	-1.0421178e+1
+4.0700000e+1	+2.7196331e+1	+4.3432236e+1	-5.5576248e+1	-1.0617833e+1
+4.0800000e+1	+2.8769709e+1	+4.5989063e+1	-5.8329155e+1	-1.1797768e+1
+4.0900000e+1	+3.0933109e+1	+4.6972466e+1	-5.6362793e+1	-6.2913842e+0
+4.1000000e+1	+3.1326456e+1	+4.3825592e+1	-5.6756065e+1	-0.9831209e+1
+4.1100000e+1	+3.0736437e+1	+4.2645523e+1	-5.5969521e+1	-1.1207801e+1
+4.1200000e+1	+3.1916477e+1	+4.2645523e+1	-5.8722427e+1	-1.0617833e+1
+4.1300000e+1	+3.0146418e+1	+4.5005669e+1	-5.4593060e+1	-7.8646431e+0
+4.1400000e+1	+3.1326456e+1	+4.4415630e+1	-5.8329155e+1	-0.8061300e+1
+4.1500000e+1	+2.7983019e+1	+4.3825592e+1	-5.8329155e+1	-0.8454614e+1
+4.1600000e+1	+2.7983019e+1	+4.2252167e+1	-5.7542614e+1	-7.4713287e+0
+4.1700000e+1	+3.1523130e+1	+4.5595707e+1	-5.7542614e+1	-0.8061300e+1
+4.1800000e+1	+3.2899845e+1	+4.5399025e+1	-5.7935883e+1	-1.3174353e+1
+4.1900000e+1	+3.0146418e+1	+4.7365826e+1	-5.8919064e+1	-1.3371008e+1
+4.2000000e+1	+3.1719803e+1	+4.3432236e+1	-5.5772884e+1	-1.2781043e+1
+4.2100000e+1	+2.9556398e+1	+4.3628914e+1	-5.4199787e+1	-0.8257957e+1
+4.2200000e+1	+3.2703175e+1	+4.3825592e+1	-5.8919064e+1	-6.0947266e+0
+4.2300000e+1	+3.3489868e+1	+4.3432236e+1	-5.5772884e+1	-6.2913842e+0
+4.2400000e+1	+2.9359726e+1	+4.4218952e+1	-5.9902241e+1	-6.8813567e+0
+4.2500000e+1	+2.5229618e+1	+4.3432236e+1	-5.7542614e+1	-0.8061300e+1
+4.2600000e+1	+3.0736437e+1	+4.5595707e+1	-5.7149342e+1	-1.0224522e+1
+4.2700000e+1	+3.1719803e+1	+4.3825592e+1	-5.7345978e+1	-0.8061300e+1
+4.2800000e+1	+3.1523130e+1	+4.6972466e+1	-5.8919064e+1	-1.1011145e+1
+4.2900000e+1	+3.2506500e+1	+4.5792385e+1	-5.7935883e+1	-6.2913842e+0
+4.3000000e+1	+3.2113152e+1	+4.3038879e+1	-6.1278687e+1	-7.8646431e+0
+4.3100000e+1	+2.9949743e+1	+4.6185745e+1	-5.8919064e+1	-6.2913842e+0
+4.3200000e+1	+3.0736437e+1	+4.6775784e+1	-5.5379608e+1	-1.0027865e+1
+4.3300000e+1	+3.1326456e+1	+4.8742588e+1	-5.7542614e+1	-6.8813567e+0
+4.3400000e+1	+3.3489868e+1	+4.5202347e+1	-6.2065224e+1	-1.0421178e+1
+4.3500000e+1	+3.0343090e+1	+4.4218952e+1	-5.5576248e+1	-0.8454614e+1
+4.3600000e+1	+3.3096519e+1	+4.6775784e+1	-5.5182972e+1	-6.6846995e+0
+4.3700000e+1	+3.0736437e+1	+4.9332630e+1	-5.9115700e+1	-0.8847927e+1
+4.3800000e+1	+2.9753071e+1	+4.6579105e+1	-5.5576248e+1	-7.6679859e+0
+4.3900000e+1	+3.1523130e+1	+4.5399025e+1	-5.6362793e+1	-4.1281443e+0
+4.4000000e+1	+2.9556398e+1	+4.7562504e+1	-5.4199787e+1	-4.1281443e+0
+4.4100000e+1	+3.0146418e+1	+4.4415630e+1	-5.6559429e+1	-1.3567662e+1
+4.4200000e+1	+2.9753071e+1	+4.8939270e+1	-5.5772884e+1	-7.2746716e+0
+4.4300000e+1	+2.9949743e+1	+4.5202347e+1	-5.8329155e+1	-5.1114364e+0
+4.4400000e+1	+3.4866592e+1	+4.5792385e+1	-5.4593060e+1	-0.9241241e+1
+4.4500000e+1	+2.7983019e+1	+4.5005669e+1	-5.2036766e+1	-0.9437897e+1
+4.4600000e+1	+3.0343090e+1	+4.5399025e+1	-5.4789700e+1	-7.0780144e+0
+4.4700000e+1	+3.3489868e+1	+4.2842201e+1	-5.7935883e+1	-7.8646431e+0
+4.4800000e+1	+2.9556398e+1	+4.4022270e+1	-5.8525791e+1	-1.1994423e+1
+4.4900000e+1	+3.1719803e+1	+4.7169144e+1	-5.7739250e+1	-5.3080945e+0
+4.5000000e+1	+2.9359726e+1	+4.6382423e+1	-5.7542614e+1	-0.9241241e+1
+4.5100000e+1	+2.9359726e+1	+4.4808987e+1	-5.8525791e+1	-1.1601111e+1
+4.5200000e+1	+3.3883221e+1	+4.3825592e+1	-5.5576248e+1	-1.1011145e+1
+4.5300000e+1	+3.0539762e+1	+4.4022270e+1	-5.8132519e+1	-7.0780144e+0
+4.5400000e+1	+2.9753071e+1	+4.4415630e+1	-5.3216595e+1	-5.7014108e+0
+4.5500000e+1	+2.9163054e+1	+4.5595707e+1	-5.4593060e+1	-7.6679859e+0
+4.5600000e+1	+3.4669918e+1	+4.6579105e+1	-5.5576248e+1	-1.1011145e+1
+4.5700000e+1	+3.1523130e+1	+4.6185745e+1	-5.5576248e+1	-0.9044583e+1
+4.5800000e+1	+2.8966381e+1	+4.4808987e+1	-5.5576248e+1	-1.3764317e+1
+4.5900000e+1	+2.9359726e+1	+4.6382423e+1	-5.4003147e+1	-6.2913842e+0
+4.6000000e+1	+2.7786346e+1	+4.7562504e+1	-5.6952702e+1	-0.9437897e+1
+4.6100000e+1	+2.8573036e+1	+4.5202347e+1	-5.9115700e+1	-0.9044583e+1
+4.6200000e+1	+3.0539762e+1	+4.3038879e+1	-5.4003147e+1	-6.2913842e+0
+4.6300000e+1	+3.2703175e+1	+4.2055489e+1	-5.8132519e+1	-4.7181201e+0
+4.6400000e+1	+2.6212973e+1	+4.1662132e+1	-5.8132519e+1	-1.1994423e+1
+4.6500000e+1	+2.9949743e+1	+4.2448845e+1	-5.4789700e+1	-1.3174353e+1
+4.6600000e+1	+3.2113152e+1	+4.6972466e+1	-5.9115700e+1	-6.2913842e+0
+4.6700000e+1	+3.3096519e+1	+4.3432236e+1	-5.8132519e+1	-7.6679859e+0
+4.6800000e+1	+3.1326456e+1	+4.5595707e+1	-5.5576248e+1	-1.1011145e+1
+4.6900000e+1	+2.7983019e+1	+4.2448845e+1	-5.7542614e+1	-5.7014108e+0
+4.7000000e+1	+2.9949743e+1	+4.7562504e+1	-5.8919064e+1	-5.3080945e+0
+4.7100000e+1	+3.0343090e+1	+4.3432236e+1	-6.0295509e+1	-0.9634553e+1
+4.7200000e+1	+3.3096519e+1	+4.6185745e+1	-5.9115700e+1	-6.6846995e+0
+4.7300000e+1	+2.8376364e+1	+4.3825592e+1	-5.7149342e+1	-0.9241241e+1
+4.7400000e+1	+3.1719803e+1	+3.9498680e+1	-5.4986336e+1	-1.2191078e+1
+4.7500000e+1	+2.9556398e+1	+4.6579105e+1	-5.7935883e+1	-3.1448505e+0
+4.7600000e+1	+3.1523130e+1	+4.6185745e+1	-5.5379608e+1	-0.9241241e+1
+4.7700000e+1	+3.3489868e+1	+4.2645523e+1	-5.7935883e+1	-1.0617833e+1
+4.7800000e+1	+3.1916477e+1	+4.5792385e+1	-5.3806511e+1	-1.0617833e+1
+4.7900000e+1	+2.9359726e+1	+4.6579105e+1	-5.5772884e+1	-1.0224522e+1
+4.8000000e+1	+2.8966381e+1	+4.4808987e+1	-5.8329155e+1	-1.3960972e+1
+4.8100000e+1	+3.1719803e+1	+4.2252167e+1	-5.8132519e+1	-1.3371008e+1
+4.8200000e+1	+3.2309826e+1	+4.5005669e+1	-5.5576248e+1	-6.6846995e+0
+4.8300000e+1	+3.0146418e+1	+4.2842201e+1	-5.8329155e+1	-0.8651271e+1
+4.8400000e+1	+3.0146418e+1	+4.4612309e+1	-5.8919064e+1	-6.6846995e+0
+4.8500000e+1	+3.2506500e+1	+4.0678745e+1	-6.0295509e+1	-0.9437897e+1
+4.8600000e+1	+3.1326456e+1	+4.1268776e+1	-5.5379608e+1	-6.8813567e+0
+4.8700000e+1	+3.2309826e+1	+4.7955864e+1	-6.1868587e+1	-3.7348270e+0
+4.8800000e+1	+3.4276569e+1	+4.9922672e+1	-0.6521136e+2	-1.3371008e+1
+4.8900000e+1	+3.8603432e+1	+5.3856316e+1	-6.1868587e+1	-1.1994423e+1
+4.9000000e+1	+3.3883221e+1	+5.0709400e+1	-0.6540800e+2	-1.5927512e+1
+4.9100000e+1	+3.5456619e+1	+5.0512718e+1	-0.6639116e+2	-0.9044583e+1
+4.9200000e+1	+3.6439995e+1	+5.5233101e+1	-0.6914400e+2	-1.1994423e+1
+4.9300000e+1	+3.8996784e+1	+5.4839733e+1	-0.6875074e+2	-1.3960972e+1
+4.9400000e+1	+3.8603432e+1	+5.7396622e+1	-0.6816084e+2	-1.0224522e+1
+4.9500000e+1	+3.8210079e+1	+5.7593307e+1	-0.6973389e+2	-7.6679859e+0
+4.9600000e+1	+3.8996784e+1	+5.6609886e+1	-0.7150357e+2	-1.1207801e+1
+4.9700000e+1	+3.9193462e+1	+5.6216518e+1	-0.6894737e+2	-0.9634553e+1
+4.9800000e+1	+3.7226700e+1	+5.2086174e+1	-0.7091368e+2	-1.0617833e+1
+4.9900000e+1	+3.9390141e+1	+5.3266270e+1	-0.6993053e+2	-7.2746716e+0
+5.0000000e+1	+3.9193462e+1	+5.9756844e+1	-0.7366650e+2	-6.6846995e+0
+5.0100000e+1	+3.8406757e+1	+5.3659634e+1	-0.6875074e+2	-1.2584388e+1
+5.0200000e+1	+3.8210079e+1	+5.5823151e+1	-0.6894737e+2	-0.8454614e+1
+5.0300000e+1	+3.7620049e+1	+5.4249683e+1	-0.6816084e+2	-1.1207801e+1
+5.0400000e+1	+3.9193462e+1	+5.6609886e+1	-0.7111031e+2	-1.1207801e+1
+5.0500000e+1	+3.8210079e+1	+5.6019833e+1	-0.7111031e+2	-1.1994423e+1
+5.0600000e+1	+3.7030022e+1	+5.5823151e+1	-0.6796421e+2	-1.2387733e+1
+5.0700000e+1	+3.5063267e+1	+5.7593307e+1	-0.7032379e+2	-1.2584388e+1
+5.0800000e+1	+3.8013401e+1	+5.7789993e+1	-0.7170020e+2	-1.0617833e+1
+5.0900000e+1	+3.8996784e+1	+5.7789993e+1	-0.6776759e+2	-1.4550935e+1
+5.1000000e+1	+3.7030022e+1	+5.5429783e+1	-0.7268335e+2	-1.2781043e+1
+5.1100000e+1	+3.9193462e+1	+5.7199940e+1	-0.7189684e+2	-1.0617833e+1
+5.1200000e+1	+3.8603432e+1	+5.5429783e+1	-0.6875074e+2	-1.1994423e+1
+5.1300000e+1	+4.1356911e+1	+5.3659634e+1	-0.6717769e+2	-1.0617833e+1
+5.1400000e+1	+3.7816727e+1	+5.4249683e+1	-0.6717769e+2	-1.2977698e+1
+5.1500000e+1	+3.8406757e+1	+5.4446365e+1	-0.7150357e+2	-1.0617833e+1
+5.1600000e+1	+3.7423374e+1	+5.5233101e+1	-0.6894737e+2	-1.5730859e+1
+5.1700000e+1	+3.8406757e+1	+5.5626465e+1	-0.7150357e+2	-0.9831209e+1
+5.1800000e+1	+3.8996784e+1	+5.7789993e+1	-0.7229009e+2	-1.6714127e+1
+5.1900000e+1	+4.0176846e+1	+5.6609886e+1	-0.7032379e+2	-1.1207801e+1
+5.2000000e+1	+3.8210079e+1	+5.6216518e+1	-0.7052042e+2	-1.3174353e+1
+5.2100000e+1	+3.8603432e+1	+5.8183361e+1	-0.7012716e+2	-0.8847927e+1
+5.2200000e+1	+3.6243320e+1	+5.2676220e+1	-0.6993053e+2	-1.0814489e+1
+5.2300000e+1	+3.9783493e+1	+5.6413200e+1	-0.7229009e+2	-1.0421178e+1
+5.2400000e+1	+3.9390141e+1	+5.6413200e+1	-0.6816084e+2	-1.0814489e+1
+5.2500000e+1	+4.0963558e+1	+5.8183361e+1	-0.7111031e+2	-1.8090698e+1
+5.2600000e+1	+3.9586815e+1	+5.5036415e+1	-0.6973389e+2	-0.8257957e+1
+5.2700000e+1	+3.7620049e+1	+5.4839733e+1	-0.6953726e+2	-1.0224522e+1
+5.2800000e+1	+3.6243320e+1	+5.7396622e+1	-0.6894737e+2	-1.6714127e+1
+5.2900000e+1	+3.7423374e+1	+5.3659634e+1	-0.6835748e+2	-0.9634553e+1
+5.3000000e+1	+3.5653294e+1	+5.7396622e+1	-0.6914400e+2	-1.4747589e+1
+5.3100000e+1	+3.8996784e+1	+5.3462952e+1	-0.7052042e+2	-1.6910780e+1
+5.3200000e+1	+4.0766880e+1	+5.7396622e+1	-0.6855411e+2	-1.2191078e+1
+5.3300000e+1	+3.8603432e+1	+5.7199940e+1	-0.6855411e+2	-1.1011145e+1
+5.3400000e+1	+3.8406757e+1	+5.2676220e+1	-0.7327324e+2	-1.4354280e+1
+5.3500000e+1	+4.0373524e+1	+5.5429783e+1	-0.6776759e+2	-1.2387733e+1
+5.3600000e+1	+3.7030022e+1	+5.2479538e+1	-0.7307661e+2	-1.3371008e+1
+5.3700000e+1	+3.8406757e+1	+5.5823151e+1	-0.6953726e+2	-1.8090698e+1
+5.3800000e+1	+3.8210079e+1	+5.3856316e+1	-0.6757095e+2	-1.0617833e+1
+5.3900000e+1	+4.0373524e+1	+5.5429783e+1	-0.7209346e+2	-2.0057220e+1
+5.4000000e+1	+3.8800110e+1	+5.5429783e+1	-0.7012716e+2	-1.5140897e+1
+5.4100000e+1	+3.8210079e+1	+5.5233101e+1	-0.6973389e+2	-1.0617833e+1
+5.4200000e+1	+4.0176846e+1	+5.5823151e+1	-0.6993053e+2	-0.8454614e+1
+5.4300000e+1	+3.8406757e+1	+5.9166786e+1	-0.6953726e+2	-1.0814489e+1
+5.4400000e+1	+3.9586815e+1	+5.4052998e+1	-0.7111031e+2	-1.4944242e+1
+5.4500000e+1	+3.9390141e+1	+5.6216518e+1	-0.7130695e+2	-1.3764317e+1
+5.4600000e+1	+4.1356911e+1	+5.7396622e+1	-0.6717769e+2	-0.9831209e+1
+5.4700000e+1	+3.8013401e+1	+5.6609886e+1	-0.7032379e+2	-0.9437897e+1
+5.4800000e+1	+4.0373524e+1	+5.4249683e+1	-0.6993053e+2	-1.3764317e+1
+5.4900000e+1	+3.9783493e+1	+5.7789993e+1	-0.7170020e+2	-1.0027865e+1
+5.5000000e+1	+4.0963558e+1	+5.3069584e+1	-0.7229009e+2	-1.1404456e+1
+5.5100000e+1	+4.0766880e+1	+5.6609886e+1	-0.6875074e+2	-1.1207801e+1
+5.5200000e+1	+3.9193462e+1	+5.4446365e+1	-0.6875074e+2	-1.4944242e+1
+5.5300000e+1	+3.9193462e+1	+5.3462952e+1	-0.7052042e+2	-1.1207801e+1
+5.5400000e+1	+3.9193462e+1	+5.5429783e+1	-0.6894737e+2	-1.2781043e+1
+5.5500000e+1	+3.9783493e+1	+5.6019833e+1	-0.7150357e+2	-1.4747589e+1
