x	ch1x	ch3x	ch5y	ch7y
+0.8300000e+1	-1.7135315e+0	-0.8183562e+0	+2.0419478e+0	+0.7883495e+0
+0.8400000e+1	-2.1068521e+0	-1.6049986e+0	-0.7113115e+0	-3.5381818e+0
+0.8500000e+1	-3.2868118e+0	-1.2116776e+0	+1.6486239e+0	-2.5548828e+0
+0.8600000e+1	-1.5168711e+0	+3.7048628e+0	-2.6779153e+0	-3.3415222e+0
+0.8700000e+1	-1.3202106e+0	+0.5582711e+0	+0.2719935e+0	+4.7215943e+0
+0.8800000e+1	-3.2868118e+0	+1.3449171e+0	+1.0586390e+0	+2.1649816e+0
+0.8900000e+1	+1.6297069e+0	+1.1482555e+0	+0.0753323e+0	+2.5583057e+0
+0.9000000e+1	-0.7302286e+0	+0.5582711e+0	+1.6486239e+0	-2.3582227e+0
+0.9100000e+1	+3.2030036e+0	+1.9349024e+0	+0.4686548e+0	-0.9816000e+0
+0.9200000e+1	+1.8263687e+0	-1.8016590e+0	+0.6653161e+0	-0.9816000e+0
+0.9300000e+1	+0.5641523e-1	-0.6216955e+0	-2.0879350e+0	-5.3081150e+0
+0.9400000e+1	+2.4163547e+0	+2.3282263e+0	-1.6946144e+0	+1.5749959e+0
+0.9500000e+1	-1.1235499e+0	+3.3115377e+0	+1.6486239e+0	-3.3415222e+0
+0.9600000e+1	+1.0397218e+0	-3.3749390e+0	-1.1046330e+0	-0.3916176e+0
+0.9700000e+1	-0.1402458e+0	+0.9515939e+0	+2.4352717e+0	+4.1316056e+0
+0.9800000e+1	-1.3202106e+0	-0.4250346e+0	-1.4979540e+0	-1.1782607e+0
+0.9900000e+1	+2.0230305e+0	-1.9983193e+0	+0.6653161e+0	-2.7515428e+0
+1.0000000e+1	+0.8430604e+0	-2.5882998e+0	+0.0753323e+0	+1.1816726e+0
+1.0100000e+1	+3.3996661e+0	-0.2283736e+0	+1.4519622e+0	-1.5715816e+0
+1.0200000e+1	+1.6297069e+0	-0.3171256e-1	-2.0879350e+0	-0.9816000e+0
+1.0300000e+1	+0.4497376e+0	-0.2283736e+0	+2.6319339e+0	+0.1983656e+0
+1.0400000e+1	-2.1068521e+0	+0.5582711e+0	-2.0879350e+0	-1.5715816e+0
+1.0500000e+1	-1.1235499e+0	+0.9515939e+0	-0.9079723e+0	-3.3415222e+0
+1.0600000e+1	+1.6297069e+0	-1.9983193e+0	-1.3012935e+0	+3.1482925e+0
+1.0700000e+1	+0.4497376e+0	+0.9515939e+0	+0.2719935e+0	-1.9649024e+0
+1.0800000e+1	+1.6297069e+0	+2.3282263e+0	-0.9079723e+0	-1.1782607e+0
+1.0900000e+1	+0.2530764e+0	-0.8183562e+0	-1.6946144e+0	+1.3783342e+0
+1.1000000e+1	-3.0901520e+0	-0.4250346e+0	-3.6612141e+0	-4.3248196e+0
+1.1100000e+1	-0.7302286e+0	+0.9515939e+0	-1.1046330e+0	-1.3749212e+0
+1.1200000e+1	-2.8934922e+0	+3.1148753e+0	-1.1046330e+0	+3.7382803e+0
+1.1300000e+1	+1.4330450e+0	+3.7048628e+0	+0.2719935e+0	+0.7883495e+0
+1.1400000e+1	-1.1235499e+0	+0.1649486e+0	-1.6946144e+0	+0.1704460e-2
+1.1500000e+1	+2.2196925e+0	+4.8848405e+0	-1.1046330e+0	-1.7682420e+0
+1.1600000e+1	+1.2363834e+0	+3.5082002e+0	-7.2010727e+0	-2.3582227e+0
+1.1700000e+1	+0.8430604e+0	+0.3616098e+0	-4.0545330e+0	+0.9850110e+0
+1.1800000e+1	+3.3996661e+0	+5.8681569e+0	-0.9167649e+1	+2.7549679e+0
+1.1900000e+1	+4.3829799e+0	+0.8424790e+1	-1.4084055e+1	-0.1949566e+0
+1.2000000e+1	+7.3329329e+0	+0.9801445e+1	-1.4280710e+1	-3.7348413e+0
+1.2100000e+1	+0.9496244e+1	+1.0194776e+1	-1.2707466e+1	+0.1704460e-2
+1.2200000e+1	+1.0086240e+1	+1.3538098e+1	-1.5067329e+1	-1.9649024e+0
+1.2300000e+1	+0.8119591e+1	+1.1768101e+1	-1.6443911e+1	-2.3582227e+0
+1.2400000e+1	+0.8709584e+1	+1.2554766e+1	-1.5263985e+1	-0.5882785e+0
+1.2500000e+1	+0.9496244e+1	+1.2751432e+1	-1.7820488e+1	-4.1281605e+0
+1.2600000e+1	+7.5295973e+0	+1.1178103e+1	-1.5460639e+1	-3.3415222e+0
+1.2700000e+1	+7.3329329e+0	+1.0784772e+1	-1.9393715e+1	+0.5916881e+0
+1.2800000e+1	+0.9102914e+1	+1.0588106e+1	-1.4870675e+1	-5.8980913e+0
+1.2900000e+1	+0.8119591e+1	+1.2554766e+1	-1.7033873e+1	-3.7348413e+0
+1.3000000e+1	+6.3496132e+0	+1.1178103e+1	-1.8213795e+1	+2.7549679e+0
+1.3100000e+1	+0.8906249e+1	+1.1964767e+1	-1.5067329e+1	-0.7849393e+0
+1.3200000e+1	+7.1362691e+0	+1.2751432e+1	-1.5657293e+1	+0.7883495e+0
+1.3300000e+1	+0.9299579e+1	+1.0391440e+1	-1.3887400e+1	+0.5916881e+0
+1.3400000e+1	+0.9299579e+1	+1.1768101e+1	-1.6247257e+1	-4.5214791e+0
+1.3500000e+1	+0.8316255e+1	+1.2358099e+1	-1.6640566e+1	-5.7014327e+0
+1.3600000e+1	+0.9692909e+1	+0.9014785e+1	-1.7033873e+1	-7.2746997e+0
+1.3700000e+1	+6.7429409e+0	+0.9014785e+1	-1.6837219e+1	-5.1114559e+0
+1.3800000e+1	+1.2249563e+1	+1.0784772e+1	-1.4674020e+1	-0.9816000e+0
+1.3900000e+1	+0.8709584e+1	+0.9014785e+1	-1.6247257e+1	-0.3916176e+0
+1.4000000e+1	+0.8906249e+1	+0.9408114e+1	-1.7623835e+1	+5.1149206e+0
+1.4100000e+1	+1.0479570e+1	+1.1178103e+1	-1.2904122e+1	-4.3248196e+0
+1.4200000e+1	+7.5295973e+0	+0.9801445e+1	-1.7427181e+1	+5.1149206e+0
+1.4300000e+1	+6.7429409e+0	+1.0784772e+1	-1.7033873e+1	+0.1983656e+0
+1.4400000e+1	+6.7429409e+0	+1.1374769e+1	-1.7230528e+1	-4.9147973e+0
+1.4500000e+1	+0.8709584e+1	+1.1964767e+1	-1.7623835e+1	-1.5715816e+0
+1.4600000e+1	+1.0872902e+1	+1.0981438e+1	-1.4674020e+1	-5.1114559e+0
+1.4700000e+1	+7.3329329e+0	+1.2948099e+1	-1.6050602e+1	-0.7849393e+0
+1.4800000e+1	+7.1362691e+0	+0.9408114e+1	-1.5460639e+1	-0.1949566e+0
+1.4900000e+1	+0.8316255e+1	+0.8621455e+1	-1.4870675e+1	+1.3783342e+0
+1.5000000e+1	+0.8906249e+1	+1.4324766e+1	-1.5460639e+1	-1.1782607e+0
+1.5100000e+1	+1.1462899e+1	+0.9604779e+1	-1.8803755e+1	+0.7883495e+0
+1.5200000e+1	+6.7429409e+0	+1.2948099e+1	-1.5460639e+1	-3.7348413e+0
+1.5300000e+1	+7.5295973e+0	+1.1768101e+1	-1.5460639e+1	-1.7682420e+0
+1.5400000e+1	+4.7763057e+0	+1.1178103e+1	-1.5657293e+1	-6.0947499e+0
+1.5500000e+1	+0.8119591e+1	+1.2948099e+1	-1.8803755e+1	-0.7849393e+0
+1.5600000e+1	+7.3329329e+0	+1.1571435e+1	-1.9590368e+1	-4.7181382e+0
+1.5700000e+1	+1.1266233e+1	+1.1178103e+1	-1.9590368e+1	-3.1448624e+0
+1.5800000e+1	+0.8709584e+1	+1.2751432e+1	-1.5853948e+1	-4.7181382e+0
+1.5900000e+1	+1.0676236e+1	+1.1571435e+1	-1.5067329e+1	-0.9816000e+0
+1.6000000e+1	+1.0676236e+1	+0.9998110e+1	-1.4870675e+1	-0.5882785e+0
+1.6100000e+1	+1.1266233e+1	+1.2948099e+1	-1.3690744e+1	-2.5548828e+0
+1.6200000e+1	+6.3496132e+0	+1.0194776e+1	-1.6640566e+1	+0.1983656e+0
+1.6300000e+1	+0.8906249e+1	+0.9801445e+1	-1.5657293e+1	-1.5715816e+0
+1.6400000e+1	+0.8906249e+1	+1.1374769e+1	-1.4084055e+1	-3.5381818e+0
+1.6500000e+1	+5.9562860e+0	+7.8347969e+0	-1.5460639e+1	-3.1448624e+0
+1.6600000e+1	+7.3329329e+0	+7.2448039e+0	-1.5460639e+1	-0.1949566e+0
+1.6700000e+1	+5.1696324e+0	+1.1964767e+1	-1.7623835e+1	-2.3582227e+0
+1.6800000e+1	+1.0676236e+1	+1.3144765e+1	-1.2904122e+1	+0.1983656e+0
+1.6900000e+1	+7.9229259e+0	+1.3734765e+1	-1.6247257e+1	-1.1782607e+0
+1.7000000e+1	+7.9229259e+0	+1.4718101e+1	-1.1920843e+1	-2.9482026e+0
+1.7100000e+1	+7.3329329e+0	+1.2948099e+1	-1.3297433e+1	-6.8813834e+0
+1.7200000e+1	+0.8316255e+1	+1.0391440e+1	-1.5657293e+1	-2.3582227e+0
+1.7300000e+1	+0.8709584e+1	+1.4324766e+1	-1.6050602e+1	-2.9482026e+0
+1.7400000e+1	+4.9729691e+0	+1.0391440e+1	-1.8803755e+1	-3.1448624e+0
+1.7500000e+1	+0.8512919e+1	+1.2161433e+1	-1.5853948e+1	-4.3248196e+0
+1.7600000e+1	+0.9692909e+1	+1.1374769e+1	-1.2904122e+1	-1.7682420e+0
+1.7700000e+1	+0.9299579e+1	+1.0391440e+1	-1.6247257e+1	-3.3415222e+0
+1.7800000e+1	+7.1362691e+0	+0.9211450e+1	-1.7230528e+1	-2.9482026e+0
+1.7900000e+1	+1.0479570e+1	+1.2751432e+1	-1.5853948e+1	+0.7883495e+0
+1.8000000e+1	+5.1696324e+0	+0.8621455e+1	-1.5460639e+1	-1.3749212e+0
+1.8100000e+1	+5.9562860e+0	+1.3931433e+1	-1.5067329e+1	-1.3749212e+0
+1.8200000e+1	+0.9102914e+1	+0.9801445e+1	-1.5263985e+1	-2.7515428e+0
+1.8300000e+1	+6.5462770e+0	+1.2358099e+1	-1.6640566e+1	-4.7181382e+0
+1.8400000e+1	+6.7429409e+0	+1.1178103e+1	-1.7427181e+1	-1.5715816e+0
+1.8500000e+1	+5.7596226e+0	+0.9998110e+1	-1.7427181e+1	-5.3081150e+0
+1.8600000e+1	+1.0086240e+1	+1.0981438e+1	-1.6443911e+1	-2.3582227e+0
+1.8700000e+1	+0.9496244e+1	+1.2554766e+1	-1.4870675e+1	-1.9649024e+0
+1.8800000e+1	+7.5295973e+0	+1.4324766e+1	-1.5853948e+1	-3.1448624e+0
+1.8900000e+1	+3.9896541e+0	+0.9014785e+1	-1.8017141e+1	-2.9482026e+0
+1.9000000e+1	+0.9299579e+1	+1.2751432e+1	-1.7230528e+1	-3.1448624e+0
+1.9100000e+1	+0.8119591e+1	+1.1571435e+1	-1.3690744e+1	-0.9816000e+0
+1.9200000e+1	+7.9229259e+0	+1.2358099e+1	-1.3100778e+1	-3.3415222e+0
+1.9300000e+1	+0.9692909e+1	+0.9998110e+1	-1.6247257e+1	-1.3749212e+0
+1.9400000e+1	+7.9229259e+0	+1.3341432e+1	-1.7230528e+1	-2.3582227e+0
+1.9500000e+1	+0.9102914e+1	+1.0588106e+1	-1.9590368e+1	-2.1615627e+0
+1.9600000e+1	+7.7262616e+0	+0.8031461e+1	-1.7820488e+1	-1.3749212e+0
+1.9700000e+1	+7.5295973e+0	+0.9998110e+1	-1.6247257e+1	-2.9482026e+0
+1.9800000e+1	+0.9102914e+1	+1.1768101e+1	-1.8607101e+1	+2.1649816e+0
+1.9900000e+1	+7.1362691e+0	+0.9408114e+1	-1.4280710e+1	+0.5916881e+0
+2.0000000e+1	+1.0282905e+1	+1.1571435e+1	-1.8213795e+1	-0.3916176e+0
+2.0100000e+1	+5.5629587e+0	+0.9998110e+1	-1.5657293e+1	-3.1448624e+0
+2.0200000e+1	+1.2839562e+1	+0.9211450e+1	-1.6837219e+1	-0.9816000e+0
+2.0300000e+1	+0.8906249e+1	+1.3144765e+1	-1.6247257e+1	+1.5749959e+0
+2.0400000e+1	+0.8512919e+1	+0.9998110e+1	-1.6050602e+1	-3.3415222e+0
+2.0500000e+1	+1.1659565e+1	+1.1768101e+1	-1.6050602e+1	-1.7682420e+0
+2.0600000e+1	+6.9396048e+0	+1.3734765e+1	-1.3887400e+1	-0.9816000e+0
+2.0700000e+1	+0.8906249e+1	+0.9801445e+1	-1.7033873e+1	-3.5381818e+0
+2.0800000e+1	+5.7596226e+0	+0.8228126e+1	-1.6837219e+1	+0.1983656e+0
+2.0900000e+1	+0.9299579e+1	+0.9604779e+1	-1.4870675e+1	+1.3783342e+0
+2.1000000e+1	+7.3329329e+0	+1.1178103e+1	-1.4870675e+1	+0.3950268e+0
+2.1100000e+1	+0.8512919e+1	+1.1178103e+1	-1.7427181e+1	-1.3749212e+0
+2.1200000e+1	+0.8709584e+1	+0.9211450e+1	-1.6837219e+1	-1.3749212e+0
+2.1300000e+1	+0.8906249e+1	+1.4521434e+1	-1.6247257e+1	-2.7515428e+0
+2.1400000e+1	+7.7262616e+0	+1.1571435e+1	-1.6640566e+1	-0.8454646e+1
+2.1500000e+1	+0.9692909e+1	+0.9998110e+1	-1.5263985e+1	-2.5548828e+0
+2.1600000e+1	+1.1266233e+1	+0.9801445e+1	-1.6837219e+1	+0.5916881e+0
+2.1700000e+1	+1.0872902e+1	+1.2161433e+1	-1.6050602e+1	+3.5416176e+0
+2.1800000e+1	+0.8512919e+1	+1.0391440e+1	-1.5657293e+1	+3.7382803e+0
+2.1900000e+1	+0.9692909e+1	+1.2948099e+1	-1.7427181e+1	-1.3749212e+0
+2.2000000e+1	+0.8316255e+1	+1.1178103e+1	-1.4477365e+1	-3.5381818e+0
+2.2100000e+1	+0.8512919e+1	+0.9998110e+1	-1.6247257e+1	+2.1649816e+0
+2.2200000e+1	+1.0086240e+1	+0.9014785e+1	-1.4280710e+1	-0.5882785e+0
+2.2300000e+1	+6.7429409e+0	+1.0784772e+1	-1.4477365e+1	+2.5583057e+0
+2.2400000e+1	+1.1659565e+1	+1.3341432e+1	-1.4280710e+1	-5.3081150e+0
+2.2500000e+1	+1.0872902e+1	+1.1374769e+1	-1.5460639e+1	+0.7883495e+0
+2.2600000e+1	+6.3496132e+0	+1.3538098e+1	-1.7623835e+1	+0.1704460e-2
+2.2700000e+1	+7.5295973e+0	+0.8818120e+1	-1.5460639e+1	-4.5214791e+0
+2.2800000e+1	+1.1659565e+1	+1.6488110e+1	-1.9983673e+1	-0.9816000e+0
+2.2900000e+1	+1.4019563e+1	+1.7668119e+1	-2.1556892e+1	-4.5214791e+0
+2.3000000e+1	+1.3036229e+1	+1.9438139e+1	-2.5096615e+1	-2.9482026e+0
+2.3100000e+1	+1.6772909e+1	+2.1208166e+1	-2.9422907e+1	-0.8847961e+1
+2.3200000e+1	+1.9722940e+1	+2.6124941e+1	-3.0012854e+1	-6.6847253e+0
+2.3300000e+1	+1.7952919e+1	+2.7698320e+1	-3.3749161e+1	-1.0224561e+1
+2.3400000e+1	+1.7952919e+1	+2.6714958e+1	-3.1192743e+1	-4.5214791e+0
+2.3500000e+1	+1.6969576e+1	+2.4354897e+1	-3.2765923e+1	-0.9634590e+1
+2.3600000e+1	+1.7166245e+1	+2.6518286e+1	-3.4142452e+1	-5.8980913e+0
+2.3700000e+1	+1.8542925e+1	+2.4354897e+1	-3.0799446e+1	-6.6847253e+0
+2.3800000e+1	+1.9132933e+1	+2.3568213e+1	-3.8272018e+1	-1.1994469e+1
+2.3900000e+1	+1.7362913e+1	+2.4551567e+1	-3.4339100e+1	-7.8646731e+0
+2.4000000e+1	+1.8936264e+1	+2.4158226e+1	-3.3355865e+1	-5.5047736e+0
+2.4100000e+1	+1.8936264e+1	+2.9075031e+1	-3.1586039e+1	-0.9816000e+0
+2.4200000e+1	+1.7756250e+1	+2.5338255e+1	-3.3749161e+1	-4.9147973e+0
+2.4300000e+1	+1.7756250e+1	+2.3568213e+1	-3.2175983e+1	-7.2746997e+0
+2.4400000e+1	+1.7166245e+1	+2.4551567e+1	-2.9816204e+1	-0.9831247e+1
+2.4500000e+1	+1.8149588e+1	+2.6124941e+1	-3.0602798e+1	-5.8980913e+0
+2.4600000e+1	+1.7559582e+1	+2.8091667e+1	-3.1389391e+1	-2.7515428e+0
+2.4700000e+1	+1.8542925e+1	+2.3174870e+1	-3.4339100e+1	-4.1281605e+0
+2.4800000e+1	+1.5789569e+1	+2.2191517e+1	-3.2175983e+1	-3.5381818e+0
+2.4900000e+1	+1.9132933e+1	+2.2781528e+1	-3.2175983e+1	-7.6680155e+0
+2.5000000e+1	+1.7166245e+1	+2.6124941e+1	-3.3749161e+1	-2.1615627e+0
+2.5100000e+1	+1.8346256e+1	+2.5338255e+1	-3.6108917e+1	-0.8257989e+1
+2.5200000e+1	+1.4019563e+1	+2.5928270e+1	-3.6895500e+1	-5.3081150e+0
+2.5300000e+1	+1.5789569e+1	+2.4748240e+1	-3.4732395e+1	-1.7682420e+0
+2.5400000e+1	+1.7559582e+1	+2.5141582e+1	-3.3159218e+1	-2.1615627e+0
+2.5500000e+1	+1.8346256e+1	+2.4354897e+1	-3.3945808e+1	-7.4713573e+0
+2.5600000e+1	+1.4609564e+1	+2.2978199e+1	-3.4929039e+1	-6.4880667e+0
+2.5700000e+1	+1.5592901e+1	+2.3961554e+1	-3.2765923e+1	-4.9147973e+0
+2.5800000e+1	+1.7756250e+1	+2.4354897e+1	-3.2765923e+1	-4.7181382e+0
+2.5900000e+1	+1.7362913e+1	+2.6714958e+1	-3.4535748e+1	-1.5715816e+0
+2.6000000e+1	+1.7756250e+1	+2.7698320e+1	-3.0012854e+1	-5.3081150e+0
+2.6100000e+1	+1.8542925e+1	+2.6714958e+1	-3.1389391e+1	-2.5548828e+0
+2.6200000e+1	+1.7166245e+1	+2.8288340e+1	-3.0996096e+1	-2.5548828e+0
+2.6300000e+1	+1.6772909e+1	+2.5534925e+1	-3.0799446e+1	-3.1448624e+0
+2.6400000e+1	+1.8936264e+1	+2.4551567e+1	-3.5518978e+1	-7.0780416e+0
+2.6500000e+1	+1.5986237e+1	+2.4354897e+1	-3.4142452e+1	-0.8454646e+1
+2.6600000e+1	+1.7756250e+1	+2.7108303e+1	-3.3159218e+1	-5.3081150e+0
+2.6700000e+1	+1.8542925e+1	+2.4158226e+1	-3.1389391e+1	-6.8813834e+0
+2.6800000e+1	+1.3626229e+1	+2.6321613e+1	-3.3749161e+1	-0.8061331e+1
+2.6900000e+1	+1.7756250e+1	+2.7894993e+1	-3.5125687e+1	-4.9147973e+0
+2.7000000e+1	+1.4609564e+1	+2.4354897e+1	-3.2175983e+1	-7.6680155e+0
+2.7100000e+1	+1.8346256e+1	+2.3961554e+1	-3.2372631e+1	-3.3415222e+0
+2.7200000e+1	+1.6772909e+1	+2.4551567e+1	-3.2372631e+1	-0.9241276e+1
+2.7300000e+1	+1.7756250e+1	+2.3961554e+1	-3.2962570e+1	+1.3783342e+0
+2.7400000e+1	+1.7166245e+1	+2.7304976e+1	-3.3945808e+1	-3.9315009e+0
+2.7500000e+1	+1.3036229e+1	+2.4354897e+1	-3.3355865e+1	-4.3248196e+0
+2.7600000e+1	+1.6969576e+1	+2.5928270e+1	-3.2372631e+1	-5.7014327e+0
+2.7700000e+1	+1.2839562e+1	+2.3764883e+1	-3.1389391e+1	-3.1448624e+0
+2.7800000e+1	+1.6379572e+1	+2.4158226e+1	-3.4535748e+1	-0.9437933e+1
